id,user_description,user_location,coordinates,text,geo,user_name,user_created,user_followers,id_str,created,retweet_count,user_bg_color,polarity,subjectivity
88,"MD, scientist, medicolegal expert, Jewish patriot. #MAGA

The American Creed:  Liberty, E Pluribus Unum, In God We Trust, Novus Ordo Seclorum, Annuit Cœptis",,,"@Repete82 @cocotailspin @CarolynjeanJen1 @ChidiNwatu @realDonaldTrump No, Trump is not like that socialist, Adolf H… https://t.co/Bj6u55M0nT",,Mi_xprt,2019-10-21T16:41:55,357,1257348708859027457,2020-05-04T16:37:47,0,F5F8FA,0.0,0.0
89,Government & Politics Naturopath Medicine,,,@TheEllenShow @itsgabrielleu @DwyaneWade We are being lie to. Poor Trump. Fire Dr Fauci. W.H.O. Deep State. Control… https://t.co/UaodoHT7rV,,RaeJ03,2016-04-26T04:52:21,8,1257348708812849156,2020-05-04T16:37:47,0,F5F8FA,-0.2,0.5
90,,Jersey,,🤔 it's almost like her paycheck depends on it,,MrJae16,2019-03-17T11:12:55,49,1257348709383376899,2020-05-04T16:37:47,0,F5F8FA,0.0,0.0
91,"Papa de Eimy Clarisse.
Esposo de Mishel.
Lcdo. en Bioanálisis.
Católico.
La Ciencia lo es todo.",Chile,,"@CNNEE ""Con ojos extraño"" todo lo que hacen para maximizar y tratar de poner peor una noticia, en que desgracia se… https://t.co/R7Ofcx4aJt",,effmsma,2010-04-17T16:28:24,211,1257348709534380050,2020-05-04T16:37:47,0,C0DEED,0.0,0.0
92,#ChildrensRights #HumanRights #metoo #ClimateCrisis #Resist #nonviolence #BlacklivesMatter #equality #education #Unite❤️ ALL PEOPLE ARE OUR PEOPLE❤️#apaop,worldwide,,https://t.co/EUJjstdWd6,,Jeannie_Hartley,2010-09-19T07:47:04,17811,1257348709639217154,2020-05-04T16:37:47,0,4A913C,0.0,0.0
93,,The LAF,,Save it cuz. Pathway? We didn’t need a fucking middle man. If u wanted progressivism u had ur chance. They chose po… https://t.co/XxHTfrbZ79,,Bishop_BBC,2012-10-21T14:50:39,1020,1257348709605613569,2020-05-04T16:37:47,0,131516,0.0,0.0
94,Hoping for a better future- #2020 - Joe Biden,Everywhere,,@funder Trump is next level vial,,KatinaHat22,2012-03-03T18:10:25,49,1257348710536753158,2020-05-04T16:37:47,0,FF6699,0.0,0.0
95,,,,POTUS suggested during Sunday night’s Fox News town hall that his administration will soon release conclusive evide… https://t.co/Sdsm7vqf71,,USN1294,2020-05-01T03:27:15,8,1257348710868168704,2020-05-04T16:37:47,0,F5F8FA,0.0,0.0
96,"Patriot, Wife of a Navy Veteran, Mother of 2  Navy pilot veterans. Lover of Liberty and Freedom.",,,@wdunlap @chuckwoolery @kenzencruz @gatewaypundit The Democrats want total destruction of the economy so that Trump… https://t.co/xN9uPSm5WO,,CarolRicard,2013-03-21T22:06:32,3066,1257348711019151360,2020-05-04T16:37:47,0,C0DEED,0.0,0.75
97,,"California, USA",,Wonderful!,,blueocean1084,2012-02-08T14:08:21,940,1257348711279202312,2020-05-04T16:37:47,0,C0DEED,1.0,1.0
98,Medio de Comunicación. Canal de Televisión. Informando lo más relevante de la región Bajacaliforniana.,"Tijuana, B.C",,"“Creemos que tendremos una vacuna contra coronavirus a finales de año”: #Trump
https://t.co/9M0Mw8jwQ1 https://t.co/piq1CXoubK",,sintesis_tv,2020-04-22T16:07:58,6,1257348710968819713,2020-05-04T16:37:47,0,F5F8FA,0.0,0.0
99,"⭐️https://youtu.be/LmCGch6ynbk #MAGA. When they can’t win, they call you racist. The war on white people is real. Grow up and stop this pronoun crap.",84...90NN...98 ,,@nypost And why is Don lemon obsessed with Trump,,archerafs3,2013-03-04T15:24:35,343,1257348712197754880,2020-05-04T16:37:48,0,C0DEED,-0.5,1.0
100,,"Over the Rainbow, DMV ",,@jgreene918 @Highlander_2007 @AshPh @mevh33 @battletested5 @realDonaldTrump 30 million are out of work because of T… https://t.co/PAWtpvUl2Q,,LilAshely24,2010-03-05T16:39:36,138,1257348712252223491,2020-05-04T16:37:48,0,C0DEED,0.0,0.0
101,"Originally from New York City; Combat veteran, Constitutional conservative, and PROUD Trump supporter! Trump 2020!","Tampa, FL",,Trump 2020!,,MannoiaChris,2015-07-26T20:49:27,5446,1257348712533278721,2020-05-04T16:37:48,0,C0DEED,0.0,0.0
102,"#BetoForever #MembersofThePressWhatTheFuck#NumbNuttery
 🛹","The Woodlands, TX",,trump's followers are bold now,,jayray35,2009-03-20T13:41:56,1640,1257348712730427397,2020-05-04T16:37:48,0,000000,0.3333333333333333,0.6666666666666666
103,up klopps tricky reds,,,.,,virgilvansikee,2019-08-08T23:13:26,163,1257348712835227650,2020-05-04T16:37:48,0,F5F8FA,0.0,0.0
104,"Democracy requires 3 principles: sovereignty of all authority, political equality, & social norms that adhere to facts reflecting the first two principles.🇨🇦",A State of Reason,,"Dump admits to shit all the time. In a country, drowning in Ultra-Right-Wing-Conservative Extremism there are NO co… https://t.co/YancumnAvP",,Phayd2Blaque,2016-10-17T00:08:58,3207,1257348713506320385,2020-05-04T16:37:48,0,000000,-0.2,0.8
105,,"Providence, RI",,@DailyCaller How is he more accomplished if trump already set records for employment. To all races while Obama gave… https://t.co/4KbZdYq9RS,,Ray_Parlay,2019-08-27T17:32:23,84,1257348713980321792,2020-05-04T16:37:48,0,F5F8FA,0.35,0.5
106,"Black woman that hates racists and what they’re doing to our country. I miss having an intelligent, well spoken, adult as President! It’s WUP!! Never Bernie!","Michigan, USA",,@JemezStargazer @ta2t2o @mitchellreports @Elise_Jordan I’ve always said Trump is right about the media. They are bi… https://t.co/06vZXs5DEf,,Impeach4520,2019-09-04T15:36:01,1188,1257348715494465537,2020-05-04T16:37:48,0,F5F8FA,0.2857142857142857,0.5357142857142857
107,,,,@XXL Trump promises: The US will receive a corona vaccine by the end of the year to be re-elected! Scientists all o… https://t.co/e0R7bBsApR,,TPostman5,2019-03-31T09:19:40,2,1257348715477639171,2020-05-04T16:37:48,0,F5F8FA,0.0,0.0
108,Grammar Grandma,,,"If Trump and the GOP are his/her products, I posit there is no God!",,bfm4440,2014-08-08T17:41:31,3442,1257348716308160519,2020-05-04T16:37:49,0,C0DEED,0.0,0.0
109,"Government with insolence is despotism, but when contempt is added it is...slavery. Thomas Paine - The Rights of Man -1791",,,@Mortisha924 @tcastro72 @Jatsko1 @kellyclark0168 @Maureen55495271 @KamVTV @realDonaldTrump Mortisha it is amazing h… https://t.co/HIQ8DvlgDC,,davd_dev_murray,2012-06-13T18:01:32,224,1257348716299771905,2020-05-04T16:37:49,0,000000,0.6000000000000001,0.9
110,"Animal lover, planet lover tweeting to feed my love/hate relationship with humankind. I have spoken.",Mile High,,"Wouldn't it be easier to point out the one or two things that WEREN'T shocking?
The 45 most shocking lines from Don… https://t.co/9ilUM7PD2v",,speshulk7,2014-01-06T14:49:29,123,1257348716434010115,2020-05-04T16:37:49,0,C0DEED,-0.5,0.8333333333333334
111,"there is no me without you 

thanks",earth ,,"@LeonaLioness6 Not a chance

Trump ALL the way

He is comical, a stern competent leader &amp; has NOT committed treason… https://t.co/1LJem0BtQa",,Tantrika93,2010-09-27T18:26:42,610,1257348717209944064,2020-05-04T16:37:49,0,0E0D02,0.5,0.8333333333333333
112,ヒマラヤ Kami wa Honkon o shukufuku shimasu 滅共者,"Osaka City, Osaka",,@realDonaldTrump Stand with Trump. CCP spread this coronavirus to the global.,,Leslie32783871,2019-01-19T14:11:37,222,1257348717323210760,2020-05-04T16:37:49,0,F5F8FA,0.0,0.0
113,,"Orcutt, CA",,"@POTUS 
@SenateDems @HouseDemocrats 

The greatest threat to the United States is Donald J Trump!!!

3,485,223 Case… https://t.co/u7GRAC3WMh",,KathBryson,2017-01-05T23:59:19,354,1257348717251899392,2020-05-04T16:37:49,0,000000,1.0,1.0
114,Believer of peace denouncer of hate and bigotry. I believe in science and hope.,"Salt Lake City, UT",,"@SpencerJCox    @GovHerbert  
#utah #provo #byu 
When low educated constituents dictate policy over science you get… https://t.co/qciv33DSna",,cantstopnoww,2017-03-09T18:00:18,64,1257348718635909122,2020-05-04T16:37:49,0,F5F8FA,0.0,0.3
115,,"New Smyrna Beach, FL",,@CoachellaJay I understand. You are counting all underage citizens as not being Trump supporters. So they must not… https://t.co/n4P0qMmEq3,,MichaelTedersSr,2017-01-21T15:28:51,60,1257348718837354502,2020-05-04T16:37:49,0,F5F8FA,0.0,0.0
116,"South Main University Alumni. “If I can’t drink you under the table, then I’ll let you drive me home”-Dimebag Darrell.......Getcha Pull!! #CadetBoneSpurs #FBR","Truth or Consequences, NM",,There won’t be an America in four years let alone 100,,linzer69,2012-06-24T12:05:49,3367,1257348719730659340,2020-05-04T16:37:49,0,C0DEED,0.0,0.0
117,"I was born in Panama City, Panama, raised in New York and Miami. Proud father to Briannah. No apoyo partido politicos.","Fort Bliss, TX",,"@VilloVC En cada estado hay de todo. Aca los trumpistas y esos disque ""conservadores"" pintan un cuadro irreal. Mira… https://t.co/a8B9YGT2Zs",,ApacheCrewChief,2010-04-29T17:33:48,3041,1257348719755788288,2020-05-04T16:37:49,0,000000,0.0,0.0
118,,,,"@DanRather Rules are like Big Mac’s to Trump. He just chews them up them daily. And the US government, media and go… https://t.co/xpjTp6bduv",,kvalcamp,2009-06-12T02:43:48,38,1257348719839711237,2020-05-04T16:37:49,0,C0DEED,0.0,0.05
119,"Support & defend the rule of law. Make corrupt politicians walk a plank, Keelhaul dishonest political elite, World voyager, Researcher/Writer, Conservative MAGA",United States,,It seems that Pelosi is more dangerous to America than COVID-19. Dispatch this fraud at the November Polls,,JackBones10,2013-02-22T16:38:48,6372,1257348719755898891,2020-05-04T16:37:49,0,C0DEED,-0.04999999999999999,0.7
120,Editor for http://Infowars.com | swamp sleuth. Free Alex Jones | Free Julian Assange,"Austin, TX",,"Why would Biden ""bully"" the press when they'd all be too busy prostrating themselves before him?",,WhiteIsTheFury,2015-07-31T01:22:32,3561,1257348719441313792,2020-05-04T16:37:49,0,000000,0.1,0.3
121,"Analog IC Designer/Manager   
Leukemia Survivor","Arizona, USA",,"@DineshDSouza Freedom of the Press is not a joke.  Your spin against it is.  And Trump, and you, are on borrowed time as people get smarter.",,clmbrkent,2017-02-01T19:08:21,25,1257348720066203648,2020-05-04T16:37:49,0,000000,0.0,0.0
122,"""We picked sports and that was wrong.""",,,I hope he’s treated EXACTLY like Lincoln.,,IBoatedHere,2010-07-09T21:01:10,317,1257348720426979328,2020-05-04T16:37:50,0,0077FC,0.25,0.25
123,,,,"Bigger question, why are you, MSM, and all haters so obsessed with Trump? Seek the truth, it will set you free!",,WilliamsBijou,2013-05-14T02:56:59,301,1257348720808599554,2020-05-04T16:37:50,0,C0DEED,0.0,0.7666666666666666
124,,,,@WhitlockJason Great question and the reason these morbidly figures aren’t available in the press is because of the… https://t.co/6VE1wJaFC9,,41HawkKC,2015-03-06T20:33:07,15,1257348720884174858,2020-05-04T16:37:50,0,C0DEED,0.6000000000000001,0.575
125,"American Indian consultant promoting indigenous perspectives, solutions, & Indigenous Cultural Landscapes. Occasional teacher, continual student.",Chesapeake Bay watershed,,Why is selfishness framed as “individual freedom” when highly communicable diseases or guns are the issue?,,ndngenuity,2011-12-20T18:18:58,2155,1257348721618096130,2020-05-04T16:37:50,0,709397,0.08,0.47
126,"This is a faith bases social network for friends to come together new and old. Share pictures, videos, Blogs, Live chat and articles.","Ashland City, Tennessee",,"Poll: The 'Trump Bump' Is Over, Especially among White Christians - https://t.co/i4Jbtd6vfj",,ConnectByFaith,2010-11-21T04:18:01,572,1257348721769099264,2020-05-04T16:37:50,0,C0DEED,0.0,0.5
127,Quantity Surveyor/ Content Creator/ Project Manager/ Book Reviewer/ Influencer. Dm open for business and collaboration. contact info: harunamakarfi88@gmail.com,Zaria,,Wow Buhari is defeating Trump,,xagreat,2012-03-12T23:41:19,10271,1257348722226315266,2020-05-04T16:37:50,0,C0DEED,0.1,1.0
128,Say No to Trump. Definately say no to Republicans.,,,Democrats counter Trump’s fake coronavirus news with AI that fought ISIS propaganda https://t.co/RptYWFZMdR via @flipboard,,Trump2Dump,2014-01-23T20:04:39,31,1257348722343784454,2020-05-04T16:37:50,0,0099B9,-0.3,0.55
129,"believer in freedom, small govt, America First. Blocked by Rep. Keith Ellison, @therickwilson",Western PA God Bless America,,No libs aren’t tolerant at all...intersectionality is the rule they live by,,AndrewManagh,2013-05-30T18:59:24,4068,1257348722327015433,2020-05-04T16:37:50,0,C0DEED,0.13636363636363635,0.5
130,"Philly all the way, long time sixers fan, loving living in this great city.",philly,,@kimmenfl @realDonaldTrump @PeteHegseth @foxandfriends If you are pro life you abound be totally against trump want… https://t.co/hFSvtGLMf0,,rayd1475,2013-10-06T11:56:50,1614,1257348722444378114,2020-05-04T16:37:50,0,C0DEED,0.0,0.75
131,,,,Trump's Quislings https://t.co/9hX9W2ksCT,,poebrickGene,2017-05-03T04:34:36,6,1257348723501346823,2020-05-04T16:37:50,0,F5F8FA,0.0,0.0
132,you’re here because I made you mad🥺,,,@keIseykins Yes that’s the reason. Not the 20% unemployment that will lead to suicides and starvation. Has it occur… https://t.co/sXAKHBsIF3,,eatnacidnoamino,2020-02-24T23:41:45,3,1257348723513995269,2020-05-04T16:37:50,0,F5F8FA,0.0,0.0
133,Mortgage Originator and Consultant Christopher E Williams Realty NMLS # 1051938 Mobile 310-692-5744 cwsellsmoney@yahoo.com,Istanbul Turkey ,,"@DeAnna4Congress @realDonaldTrump Trump is all washed up. He hated Obama because he’s black, made it on his own wit… https://t.co/bcwM1v2KV9",,ChristopherWi89,2011-11-01T18:56:33,63,1257348723870502914,2020-05-04T16:37:50,0,022330,-0.15555555555555556,0.7111111111111111
134,"Baseball aficionado, truth seeker, caretaker of the planet,Jr. senior citizen. Founded in New Orleans.",,,#PresidentBarackObama occupies trump's borderline impaired .dysfunctional mind 24/7/365. The con man has real president envy.,,CrashFDavis,2010-12-06T01:41:14,1885,1257348724109516804,2020-05-04T16:37:50,0,C0DEED,0.2,0.30000000000000004
135,Follow me if you want to live. Click the links for a tune and a movie please.  #scottishmexican http://vimeo.com/m/90518001,The Great State of Texas,,@blupheonix @GeminiWhiskey @tommychong Tell me about it. You know none of the green party or independent party have… https://t.co/zDKPV50JkF,,nick_e_d33,2011-08-28T01:00:49,816,1257348724017303556,2020-05-04T16:37:50,0,C0DEED,-0.1,0.2125
136,,,,@joncoopertweets @vanhouse As a society we have never understood the middle east on how they have been fighting for… https://t.co/tn5Z4f8YBq,,mark99784809,2020-01-22T19:45:15,7,1257348724461842434,2020-05-04T16:37:50,0,F5F8FA,0.0,0.0
137,,,,Praying for you😇🙏🇺🇸🇺🇸🇺🇸🇺🇸,,PamelaG60735998,2019-12-02T19:23:53,113,1257348725594378241,2020-05-04T16:37:51,0,F5F8FA,0.0,0.0
138,"Happy Husband & Proud Father, Varsity Football QB Coach at East Union HS, Guitarist and Riff maker for Bay Area Hard Rock band My Heavy Memory","Manteca, CA",,@JeanetteDenise2 i only seen that she invited Trump to something on St Pattys..https://t.co/396s0qL4mA,,eddie_koeller,2017-11-04T20:57:11,167,1257348725615333376,2020-05-04T16:37:51,0,F5F8FA,0.0,1.0
139,Proud American democrat with no time for folks who blindly follow anything without first thinking for themselves.,,,"@realDonaldTrump Of course they do. Those in Rs congress are in it for themselves, just like trump.",,johnny_divot,2017-11-04T22:04:40,130,1257348727339126785,2020-05-04T16:37:51,0,F5F8FA,0.0,0.0
140,The eldest son of Mom and Pops Racer and the older brother of Speed and Spritle.,,,https://t.co/gvvQzRDzrY,,RexRace40021666,2020-01-30T18:57:47,62,1257348727179825152,2020-05-04T16:37:51,0,F5F8FA,0.0,0.0
141,Family Nurse Practitioner | Moderately obsessed with food | Connoisseur of sarcasm,"Bellingham, Wa",,I keep thinking there will come a point when the military will refuse him for endangering these kids. No?,,BhamGastroNP,2010-11-11T23:05:22,912,1257348728001789966,2020-05-04T16:37:51,0,C0DEED,-0.1,0.1
142,Old retired man,,,"@JoyAnnReid Poor trump, why don't you just take your ball and go home.
You just keep crying that the press isn't fa… https://t.co/nXHpVu3Bql",,BirliJack,2020-04-05T17:05:05,1,1257348728282808320,2020-05-04T16:37:51,0,F5F8FA,-0.30000000000000004,0.6
143,#LEGALIZEFREEDOM,Uranus,,@Nubbers_Natch @DrDenaGrayson Yeah and that would prove how poorly Trump has done. Can't let that happen.,,g_semans,2020-01-14T03:12:40,39,1257348728798707715,2020-05-04T16:37:52,0,F5F8FA,-0.4,0.6
144,Proud dad of Erin | On the right side | #cult45 | #2A | #MAGA🇺🇸 | #KAG2020 | #VFL 🍊 | #UTK | #voltwitter,Red State FL ,,@JoeySalads Because dems haven't ruined Trump like they'd hoped,,1969Nairb,2012-05-23T09:36:35,6380,1257348729344012288,2020-05-04T16:37:52,0,C0DEED,0.0,0.0
145,"Feminist, activist, Democrat, and faceborg refusenik: certain that resistance is not futile. Looked deep into the abyss of cynicism  and sar-chasm stared back.",We are legion,,"@reckless @kellymakena if Republican politicians want more ""trash tweets"" they can just lightly plagiarize some of… https://t.co/F4WsXQYayL",,DCulottes,2019-12-22T05:53:21,83,1257348729255985156,2020-05-04T16:37:52,0,F5F8FA,0.45,0.6
146,𝗅𝗂𝗀𝗁𝗍 | 𝖻𝖾𝖺𝗎𝗍𝗒 | 𝗍𝗋𝗎𝗍𝗁 | 𝗅𝗈𝗏𝖾,𝗆𝗂𝗅𝗄𝗒 𝗐𝖺𝗒,,"@mattyglesias @SFDukie The plan is to have no plan. For Trump, every problem is merely PR. And grift. So they're pr… https://t.co/FNENgJHEns",,haiku_poet,2010-06-26T00:29:13,381,1257348729876733955,2020-05-04T16:37:52,0,C0DEED,-0.5,0.5
147,"I'm a woman. I'm a mom. I'm a grandma. I'm a Democrat.

I'm sick to death of this corrupt government!! Its time to stand up and take our Country back!!",,,#DeadPeopleCantVote You moron.,,becauseicare21,2013-06-04T19:12:50,1669,1257348729939603462,2020-05-04T16:37:52,0,000000,-0.8,1.0
148,"I love Trump , Hubby Navy Vet, Christian, MAGA, KAG love my kids and grandkids, Pro life, No direct messages, Italian/American🇮🇹🇺🇸","Philadelphia, PA",,@LivePDDave1 @FLOTUS I’d rather look like Melania Trump then smart Michael,,BettySp27968091,2019-10-20T23:49:25,4369,1257348730468139011,2020-05-04T16:37:52,0,F5F8FA,0.21428571428571427,0.6428571428571429
149,The America's - Latest News & Entertainment. All Video. Follow For Instant Updates @watsupamericas FB: http://facebook.com/watsupamericas,The America's.,,Latest: Trump anticipates higher virus death toll and vaccine by end of 2020 https://t.co/efJ0Wa98PQ,,WatsupAmericas,2015-09-25T12:37:43,2756,1257348730518417408,2020-05-04T16:37:52,0,C0DEED,0.375,0.7
150,"La política es el arte de buscar problemas, encontrarlos, hacer un diagnóstico falso y aplicar después los remedios equivocados... El Otro Marx",Monterrey,,@julioastillero Y luego dicen que Trump no le dice que hacer al Peje...,,BetoChapa,2010-01-13T17:29:30,41,1257348730656894976,2020-05-04T16:37:52,0,131516,0.0,0.0
151,"Writer Consultant Freelance Journalist Feminist, Grandmother, Activist, Animal #DemcastOR #Demcast #resist","Portland, Oregon",,Coronavirus Live Updates: Trump Accuses China of a Cover-Up - The New York Times https://t.co/U5qn5m1blz via @nuzzel thanks @rattlesnake_kel,,BarbaraRacek,2011-07-17T17:40:17,11186,1257348730677755904,2020-05-04T16:37:52,0,000000,0.15757575757575756,0.38484848484848483
152,,"Pewaukee, WI",,@SenSanders Would you expect anything else from the Trump minions? What are we going to do about is the big question.,,aleand1,2009-04-14T15:09:04,5,1257348731537629187,2020-05-04T16:37:52,0,C0DEED,0.0,0.1
153,,,,@WhiteHouse @POTUS Although Democrats tried to do many dirty things but we still love Trump more than before. Trump 2020.😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,,Kevin11228851,2020-03-25T02:00:01,4,1257348731684487169,2020-05-04T16:37:52,0,F5F8FA,0.225,0.6
154,,U.S.A,,#TrumptheWorstPresidentEVER,,Pepsi819,2009-04-07T02:21:21,124,1257348732137410562,2020-05-04T16:37:52,0,8B542B,0.0,0.0
155,Women and children advocate. Health educator. OSU Buckeye. Eliminate hate and bigotry. Make an effort to be kind daily & be free.,NJ,,He doesn’t give a darn about poor people even those in States he claims to like.,,lovinabox,2014-09-22T03:31:45,8389,1257348732229767168,2020-05-04T16:37:52,0,000000,-0.4,0.6
156,"US History buff, Civil War, WWII, Vietnam.  Study US Constitution. Second Amendment Supporter. I love Harley's Live to Ride",,,"@robbystarbuck @CNN Don Lemon, you gave the reasons he's better than you. He's accomplished, educated better than y… https://t.co/GFSPKKGEN1",,RobertdeLuna2,2012-04-06T00:33:10,10,1257348732934332416,2020-05-04T16:37:52,0,C0DEED,0.39999999999999997,0.5
157,Looking for good news.,,,"@lyan118 @HKrassenstein @BarackObama Trump is a New Yorker. That bothers him the most. And yes, liberals have late… https://t.co/486tJzk7UH",,MoonGlo33,2020-01-11T15:38:31,50,1257348733165060102,2020-05-04T16:37:53,0,F5F8FA,0.3181818181818182,0.4772727272727273
158,Retired and having fun! MEGA And Beliver in Jesus Christ! Q Believer Gods Word!,,,I don’t think so Melania is beautiful and much more accomplished!,,Nancy31387028,2019-11-19T20:42:49,34,1257348734784098307,2020-05-04T16:37:53,0,F5F8FA,0.5333333333333333,0.6666666666666666
159,こんにちは、私はアジアの女性が好きで、友達を作りたい、あなたの文化について学びたい、omoに興味があります MAGA,,,This is what Don Lemon really is.... https://t.co/YRd7y2gxLF,,mellins26451240,2019-08-11T19:34:08,227,1257348735245393920,2020-05-04T16:37:53,0,F5F8FA,0.2,0.2
160,Government & Politics Naturopath Medicine,,,@RepMarciaFudge @HouseDemocrats We are being lie to. Poor Trump. Fire Dr Fauci. W.H.O. Deep State. Control. Data fa… https://t.co/GM1iqpVgnV,,RaeJ03,2016-04-26T04:52:21,8,1257348735861956613,2020-05-04T16:37:53,0,F5F8FA,-0.2,0.5
161,Arizona State University School of Geographical Sciences and Urban Planning,"Phoenix, AZ",,"The only airline to compete on safety, that I know of, was the Trump Shuttle, which after the owner attacked Pan Am… https://t.co/A84ITGFyhc",,dk2475,2010-10-19T15:17:05,1663,1257348736474284040,2020-05-04T16:37:53,0,C0DEED,0.0,1.0
162,"Litigator, Immigration Lawyer, and Advocate for Human Rights.  ▶️

Follow me on Instagram at https://www.instagram.com/nicoletteglazer/","Century City, California",,HUGE!,,NicoletteGlazer,2011-06-29T12:53:41,13934,1257348736646287366,2020-05-04T16:37:53,0,332925,0.5000000000000001,0.9
163,"MVP of Chicago's 🏳️‍🌈Family of Ballers, Shot Callers & Brawlers of Gen X. & Former Prelim Judge @Continental1980 $EnuffCed",Down Da' Block From Barack.,,"🚨GOP Used Pandemic To Lavish Billions On The One Percent — Including Trump &amp; Kushner #MondayThoughts 
https://t.co/ybjQPu9j9N",,ifuaskmee,2012-09-26T05:43:00,5243,1257348736604344320,2020-05-04T16:37:53,0,C0DEED,0.0,0.0
164,"Demographer, Prof. of Economics,  Population Center Director, Florida State University.","Tallahassee, Florida, USA",,"@erin_bartram Blame the lack of national coordination. Trump doesn't want the responsibility, so he's passing the b… https://t.co/gLeS4MZ85S",,CSchmert,2012-02-03T21:31:55,2424,1257348736683999232,2020-05-04T16:37:53,0,EFEFEF,0.0,0.0
165,Technocrat.,Kolkata,,@bhootnath Those who are predicting doom &amp; gloom for China i steel feel they will offer some deal to US which will… https://t.co/MXRCY9WFpf,,Amit_Gupta95,2019-12-31T17:01:30,15,1257348737204137984,2020-05-04T16:37:54,0,F5F8FA,-0.13333333333333333,0.13333333333333333
166,Sorta equality 4 all.....gay...Catholic and living in God's Own Country,"California, USA",,@CGoldenfeld @freenaynow @vegasrenae @Bluepopcorn8 @afbranco @GmanFan45 @ouchinagirl @Captbobdad @WidowFike… https://t.co/cvtzZMsVFP,,KatalinaRubioso,2016-08-13T05:07:14,114,1257348737195814912,2020-05-04T16:37:54,0,F5F8FA,0.0,0.0
167,"(She/Her)  The basis of our governments being the opinion of the people, the very first object should be to keep that right. Thomas Jefferson",Wherever my dog leads me ,,Oh Jesus,,beccarebec,2009-04-17T04:40:25,698,1257348738051452928,2020-05-04T16:37:54,0,0099B9,0.0,0.0
168,,"Seattle, WA",,"@cybr_gk @jason_kint @brianstelter I think I understand you very well, despite your vague comments. You don't like… https://t.co/t3FWsDvY5E",,morenoise,2009-02-13T19:43:04,69,1257348738122686465,2020-05-04T16:37:54,0,C0DEED,-0.15,0.4
169,"Sci-fi geekery fm Doctor Who to BSG. Collect ocean liner memorabilia from the mid-30s, mostly Cunard. I'll stop to pet any dog, or watch a sunset. He/him.","Adams Morgan, Washington",,"Trump's team didn't believe pandemic experts, so gambled on their own predictions—and America lost https://t.co/zxJMBJCZm9",,GCamReimer,2016-07-24T19:05:51,101,1257348738357563393,2020-05-04T16:37:54,0,F5F8FA,0.6,1.0
170,"I have Creative & Artistic Photography Skills
 & I have a Lot of Fun working with Models",,,"Melissa , everyone seeks truth and beauty .
your beautiful  &amp; we tell the truth .

its all pretty long &amp; complicate… https://t.co/sW1K74c96f",,acquiescentsyn1,2020-02-10T02:13:20,0,1257348738542120962,2020-05-04T16:37:54,0,F5F8FA,0.35000000000000003,0.7999999999999999
171,"Wife, Mom, Love the USA and our Military. Appreciate those who serve, including the families waiting at home. Love Jesus, MAGA","So CA, raised in VA",,He was interviewed for 30 hours by mueller team.  You better believe if they could have charged him with something… https://t.co/GrgsT4rsmi,,glamgirl51,2009-02-16T01:56:25,570,1257348738970005505,2020-05-04T16:37:54,0,C0DEED,0.5,0.5
172,Everything that seems 'too much' now will turn out to be the right decision in a couple of days.,Berlin,,"Trump, Xavier Naidoo und Attila Hildmann sind für mich alle die gleiche Person.",,KapuzenAuf,2010-08-03T21:18:49,1148,1257348739263533063,2020-05-04T16:37:54,0,630303,0.0,0.0
173,"Old. Unskinny. Follically depleted. Optimistically pessimistic. Pre-Curmudgeon. Followed by both Cash Cab’s Ben Bailey, and the always serious Ken M.",My own mind,,He actually gave one of his mar-a-largo golfing buddies Governor Newsom’s cell phone number and asked him to try an… https://t.co/1HN8wHeR4v,,lesshairmoregas,2017-09-10T01:24:43,307,1257348739225837568,2020-05-04T16:37:54,0,F5F8FA,0.0,0.1
174,"Husband, father, Grandfather, retired, got cancer, 9 year survivor, fighting every day.  Twice in 6 months had to cancel trip to Egypt.  Rescheduled for 2/2021",planet Earth,,@NicolleDWallace @esglaude You are a lying hack.  You declare that Trump said to drink Clorox?  Shame on you.,,Radbadad,2009-07-29T04:28:10,323,1257348740060504066,2020-05-04T16:37:54,0,3F8F2F,0.0,0.0
175,I got the juice,,,donald trump one handsom cunt,,EBR_800,2014-04-17T04:38:51,607,1257348740232380416,2020-05-04T16:37:54,0,0099B9,0.0,0.0
176,,,,@nypost Don Lemon jerks off to Trump in the shower.,,HereizzJohnny,2010-07-09T14:46:26,239,1257348741310398469,2020-05-04T16:37:54,0,C0DEED,0.0,0.0
177,"🏳️‍🌈 Host, Michelangelo Signorile Show @SiriusXM @SXMProgress 3-6 ET M-F | journalist | commentator | best-selling author | Pit bull lover| mike@signorile.com",NYC,,"It is time to call Trump a murderer.

His own numbers show mass death if states re-open.

He is sending people to d… https://t.co/tpXCdds67N",,MSignorile,2008-12-14T22:59:12,90405,1257348741113221121,2020-05-04T16:37:54,0,9AE4E8,0.6,1.0
178,Anyone defending China or spreading Chinese propaganda uncritically is a fool and/or a collaborator. #ChinaLiedPeopleDied,,,@anneapplebaum @redsteeze Trump is doing this now? Seems like a pretty big story. Why haven't you written it?,,jtLOL,2007-12-15T20:59:10,55363,1257348741910192129,2020-05-04T16:37:55,0,131516,0.125,0.55
